tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
opcion_unica,¿Cuáles son algunas de las ciencias auxiliares del Derecho Penal?,Derecho,"Antropología criminal, sociología criminal, psicología criminal, criminología, medicina legal y penología.","Derecho civil, derecho mercantil, derecho laboral y derecho fiscal.","Medicina general, ingeniería, contabilidad y administración.","Lógica, matemáticas, estadística y filosofía.",,,0,"Antropología criminal, sociología criminal, psicología criminal, criminología, medicina legal y penología.","Las ciencias auxiliares del Derecho Penal incluyen disciplinas como la criminología, la sociología criminal y la medicina legal, que aportan conocimientos especializados.",
opcion_unica,¿En qué consiste la criminología?,Derecho,Es una ciencia que se ocupa de la prevención del delito mediante la vigilancia policial.,"Es una ciencia empírica e interdisciplinaria que estudia el crimen, el delincuente, la víctima y el control social del comportamiento desviado.",Es una ciencia que estudia las normas jurídicas y su interpretación.,Es una ciencia que se encarga de la aplicación de la evidencia material para reconstruir los hechos.,,,1,"Es una ciencia empírica e interdisciplinaria que estudia el crimen, el delincuente, la víctima y el control social del comportamiento desviado.",La criminología es una ciencia empírica e interdisciplinaria que analiza el fenómeno delictivo desde diversas perspectivas.,
opcion_unica,¿Cómo se define la criminalística?,Derecho,Es la ciencia que aplica la evidencia material para demostrar lo que realmente sucedió en la reconstrucción de los hechos.,Es la ciencia que se encarga de la prevención del delito a través de políticas sociales.,Es la ciencia que estudia las penas y su aplicación en el sistema penitenciario.,Es la ciencia que estudia la personalidad del delincuente y sus motivaciones.,,,0,Es la ciencia que aplica la evidencia material para demostrar lo que realmente sucedió en la reconstrucción de los hechos.,La criminalística se enfoca en el análisis de la evidencia física para esclarecer los hechos delictivos.,
opcion_unica,¿Cuál es el concepto de delito según la definición proporcionada?,Derecho,"Acto u omisión que cause un daño a la sociedad, sin importar si está descrito en la ley.","Comportamiento humano que viole cualquier norma jurídica, aunque no esté penalmente sancionada.",Acto u omisión que concuerda exactamente con la conducta tipificada expresamente en las normas penales.,Toda acción u omisión que sea considerada inmoral por la comunidad.,,,2,Acto u omisión que concuerda exactamente con la conducta tipificada expresamente en las normas penales.,El delito se define como el acto u omisión que se adecúa exactamente a la conducta descrita en las normas penales.,
opcion_unica,¿Cuáles son los elementos esenciales del delito?,Derecho,"Antijuricidad, tipo, conducta, culpabilidad, tipicidad, punibilidad e imputabilidad.",Solo la conducta y el resultado.,"El sujeto activo, el sujeto pasivo y el objeto material.","La acción, la ilicitud y la sanción.",,,0,"Antijuricidad, tipo, conducta, culpabilidad, tipicidad, punibilidad e imputabilidad.","Los elementos esenciales del delito incluyen tanto los esencialísimos (conducta, tipicidad, antijuricidad, culpabilidad) como los esenciales (imputabilidad y punibilidad).",
opcion_unica,¿Cuál de las siguientes definiciones corresponde al elemento de 'culpabilidad'?,Derecho,Relación directa entre la voluntad y el conocimiento del hecho con la conducta realizada.,Amenaza de una pena contemplada en la ley.,Adecuación de la conducta al tipo penal.,Capacidad de entender y querer en el campo del derecho penal.,,,0,Relación directa entre la voluntad y el conocimiento del hecho con la conducta realizada.,"La culpabilidad es el nexo entre la voluntad y el conocimiento del hecho con la conducta, lo que permite atribuir responsabilidad al sujeto.",
opcion_unica,¿Cuáles son las corrientes doctrinarias que han definido al delito?,Derecho,"Teoría del delito, teoría de la pena y teoría de la acción.","Teoría clásica, teoría positivista y teoría crítica.","Teoría del tipo, teoría de la antijuricidad y teoría de la culpabilidad.","Teoría finalista, causalista y sociologista.",,,3,"Teoría finalista, causalista y sociologista.","Las corrientes que han definido al delito son la finalista, la causalista y la sociologista.",
opcion_unica,¿Cuál es la definición de objeto material del delito?,Derecho,La persona física o moral que comete el delito.,Entidad corpórea sobre la que recae el delito.,Bien jurídico lesionado o puesto en peligro.,El bien jurídico tutelado por la norma.,,,1,Entidad corpórea sobre la que recae el delito.,El objeto material es la entidad corpórea sobre la que recae la conducta delictiva.,
opcion_unica,¿Qué caracteriza al delito permanente?,Derecho,Se consuma en el instante en que se realiza la conducta y no deja efectos.,"La conducta se consuma al momento de realizarse, pero la secuela de esta permanece durante algún tiempo.",Se producen varias acciones dañinas y un solo resultado jurídico relevante.,La conducta se prolonga en el tiempo mediante acciones continuas.,,,1,"La conducta se consuma al momento de realizarse, pero la secuela de esta permanece durante algún tiempo.","El delito permanente se consuma inicialmente, pero sus efectos o la situación antijurídica continúan en el tiempo.",
opcion_unica,¿Cómo se clasifican los delitos según su forma de persecución?,Derecho,Dolosos y culposos.,"Instantáneos, continuados y permanentes.",De oficio y de querella de parte.,Federales y locales.,,,2,De oficio y de querella de parte.,Los delitos se persiguen de oficio o a petición de parte ofendida (querella).,
opcion_unica,¿Cuál es la diferencia entre objeto material y objeto jurídico del delito?,Derecho,"No hay diferencia, son conceptos sinónimos.",El material es el bien jurídico; el jurídico es la cosa física.,El material es la persona o cosa sobre la que recae el delito; el jurídico es el bien jurídico tutelado que se daña.,El material se refiere al delito en sí; el jurídico a la pena.,,,2,El material es la persona o cosa sobre la que recae el delito; el jurídico es el bien jurídico tutelado que se daña.,"El objeto material es el ente físico afectado, mientras que el jurídico es el bien protegido por la norma.",
opcion_unica,¿Cómo se clasifican los delitos en función de su materia?,Derecho,Delitos instantáneos y permanentes.,Delitos dolosos y culposos.,"Del fuero común, del fuero federal y del fuero militar.",Delitos graves y no graves.,,,2,"Del fuero común, del fuero federal y del fuero militar.","La clasificación por materia divide los delitos en fuero común, federal y militar.",
opcion_unica,¿En qué consiste la inmunidad diplomática?,Derecho,Prerrogativa que exime a los diplomáticos extranjeros de la jurisdicción ordinaria del país receptor.,Exención de responsabilidad penal para todos los extranjeros.,Privilegio que protege a los funcionarios públicos nacionales de ser juzgados.,Derecho de los diplomáticos a no pagar impuestos.,,,0,Prerrogativa que exime a los diplomáticos extranjeros de la jurisdicción ordinaria del país receptor.,La inmunidad diplomática es una prerrogativa que exime a los agentes diplomáticos de la jurisdicción local.,
opcion_unica,¿Cómo se define la conducta en el ámbito jurídico-penal?,Derecho,"Comportamiento humano voluntario, positivo o negativo, encaminado a un propósito.","Todo movimiento corporal reflejo o instintivo, independientemente de la voluntad.",Acto realizado por una persona jurídica con fines ilícitos.,"Comportamiento humano que produce un resultado, aunque sea involuntario.",,,0,"Comportamiento humano voluntario, positivo o negativo, encaminado a un propósito.","La conducta es el comportamiento humano voluntario, positivo o negativo, dirigido a un fin.",
opcion_unica,¿Qué se entiende por acción en el derecho penal?,Derecho,"Abstención de realizar un movimiento corporal, es decir, no hacer.","Pensamiento o intención de cometer un delito, aunque no se exteriorice.",Resultado dañoso producido por un evento natural sin intervención humana.,"Actuar o hacer: hecho positivo que implica movimientos corporales del agente, pudiendo cometer la infracción por sí mismo o mediante instrumentos, animales, mecanismos o personas (autoría mediata).",,,3,"Actuar o hacer: hecho positivo que implica movimientos corporales del agente, pudiendo cometer la infracción por sí mismo o mediante instrumentos, animales, mecanismos o personas (autoría mediata).","La acción es un hecho positivo, un actuar voluntario que puede realizarse directamente o a través de terceros o medios.",
opcion_unica,¿Cuáles son los elementos de la acción?,Derecho,"Voluntad, omisión, resultado y culpabilidad.","Actividad, dolo, culpa y nexo causal.","Voluntad, actividad, tipicidad y antijuridicidad.","Voluntad, actividad, resultado y nexo de causalidad.",,,3,"Voluntad, actividad, resultado y nexo de causalidad.","La acción se compone de voluntad, actividad, resultado y nexo causal que une la conducta con el resultado.",
opcion_unica,¿Qué es la omisión y cuáles son sus elementos?,Derecho,"Es no realizar la conducta típica, abstenerse de actuar; sus elementos son voluntad, inactividad, resultado y nexo causal.","Es un acto involuntario que causa un daño; sus elementos son actividad, resultado y nexo causal.","Es un hacer positivo que produce un resultado; sus elementos son voluntad, actividad y resultado.","Es la ausencia de voluntad; sus elementos son inactividad, resultado y culpabilidad.",,,0,"Es no realizar la conducta típica, abstenerse de actuar; sus elementos son voluntad, inactividad, resultado y nexo causal.","La omisión es la abstención de actuar, y sus elementos son voluntad, inactividad, resultado y nexo causal.",
opcion_unica,¿En qué se diferencia la omisión simple de la comisión por omisión?,Derecho,La omisión simple se sanciona solo si hay resultado; la comisión por omisión no requiere infracción de norma prohibitiva.,"En la omisión simple se infringe una norma preceptiva sin que se requiera resultado material; en la comisión por omisión se infringe una norma preceptiva y una prohibitiva, y se produce un resultado material.",En la omisión simple siempre hay resultado material; en la comisión por omisión no se exige resultado.,La omisión simple es siempre culposa; la comisión por omisión es siempre dolosa.,,,1,"En la omisión simple se infringe una norma preceptiva sin que se requiera resultado material; en la comisión por omisión se infringe una norma preceptiva y una prohibitiva, y se produce un resultado material.","La omisión simple no exige resultado material, mientras que la comisión por omisión sí produce un resultado y viola normas preceptivas y prohibitivas.",
opcion_unica,¿Cómo concibe la acción la teoría causalista?,Derecho,"Como el ejercicio de una actividad final, dirigida a un fin.","Como un comportamiento humano que solo se valora por su resultado, sin importar la voluntad.",Como un comportamiento humano dependiente de la voluntad que produce una determinada consecuencia en el mundo exterior.,"Como un proceso causal independiente de la voluntad, meramente mecánico.",,,2,Como un comportamiento humano dependiente de la voluntad que produce una determinada consecuencia en el mundo exterior.,"Para el causalismo, la acción es un comportamiento voluntario que causa un resultado en el mundo exterior.",
opcion_unica,¿Cómo define la acción la teoría finalista?,Derecho,"La acción es el ejercicio de la actividad final, no un proceso causal ciego.",La acción es un proceso causal dependiente de la voluntad.,La acción es un mero movimiento corporal sin consideración de la finalidad.,La acción es un resultado externo sin relevancia la intención.,,,0,"La acción es el ejercicio de la actividad final, no un proceso causal ciego.","El finalismo concibe la acción como una actividad dirigida a un fin, no como un simple proceso causal.",
opcion_unica,¿Qué implica la ausencia de conducta?,Derecho,Que la conducta es involuntaria pero punible.,Que hay una causa de justificación que exime de responsabilidad.,"Que no existe acción u omisión, por lo que no se configura el delito.",Que existe una conducta atípica pero antijurídica.,,,2,"Que no existe acción u omisión, por lo que no se configura el delito.","La ausencia de conducta impide la formación del delito, pues no hay comportamiento humano voluntario.",
opcion_unica,¿Cuál es la diferencia entre vis absoluta y vis maior?,Derecho,La vis absoluta es una fuerza interna; la vis maior es una fuerza externa.,La vis absoluta es una fuerza humana exterior e irresistible; la vis maior proviene de la naturaleza.,La vis absoluta proviene de la naturaleza; la vis maior es una fuerza humana irresistible.,"Ambas son fuerzas humanas irresistibles, pero la vis maior es más intensa.",,,1,La vis absoluta es una fuerza humana exterior e irresistible; la vis maior proviene de la naturaleza.,"La vis absoluta es fuerza humana irresistible, mientras que la vis maior es fuerza de la naturaleza.",
opcion_unica,¿Qué es la actione liberae in causa y qué efecto produce?,Derecho,Es una causa de justificación que elimina la antijuridicidad.,Es una causa de inimputabilidad que siempre excluye la responsabilidad penal.,"Es una circunstancia atenuante que reduce la pena, pero no la elimina.",Ocurre cuando se comete una conducta típica en estado de incapacidad psíquica provocada por el propio agente; no se excluye la responsabilidad penal.,,,3,Ocurre cuando se comete una conducta típica en estado de incapacidad psíquica provocada por el propio agente; no se excluye la responsabilidad penal.,"La actione liberae in causa implica que el agente se coloca voluntariamente en incapacidad, por lo que responde penalmente.",
opcion_unica,¿Qué es el tipo penal?,Derecho,"Descripciones precisas de acciones u omisiones consideradas delito, con una pena o sanción asignada.",Consecuencias jurídicas derivadas de la comisión de un delito.,La valoración que hace el juez sobre la culpabilidad del acusado.,La conducta efectivamente realizada por el sujeto activo.,,,0,"Descripciones precisas de acciones u omisiones consideradas delito, con una pena o sanción asignada.",El tipo penal es la descripción legal de la conducta prohibida que constituye delito y a la que se asigna una sanción.,
opcion_unica,¿Cuáles son los elementos esenciales del tipo penal y cómo se definen?,Derecho,Subjetivos: la conducta; Objetivos: el resultado; Normativos: la pena.,Subjetivos: el dolo; Objetivos: la culpa; Normativos: la preterintención.,Subjetivos: la intención; Objetivos: el dolo; Normativos: la culpa.,Subjetivos: finalidad del sujeto; Objetivos: perceptibles por los sentidos; Normativos: requieren valoración jurídica o cultural.,,,3,Subjetivos: finalidad del sujeto; Objetivos: perceptibles por los sentidos; Normativos: requieren valoración jurídica o cultural.,"Los elementos subjetivos se refieren a la finalidad, los objetivos a lo perceptible, y los normativos requieren una valoración jurídica o cultural.",
opcion_unica,¿Qué es la ausencia de tipo?,Derecho,Cuando el juez decide no aplicar el tipo penal.,Cuando la conducta no se adecua al tipo penal.,Cuando el legislador no describe una conducta que socialmente debería ser delito.,Cuando el tipo penal es declarado inconstitucional.,,,2,Cuando el legislador no describe una conducta que socialmente debería ser delito.,La ausencia de tipo ocurre cuando el legislador omite tipificar una conducta que la sociedad considera delictiva.,
opcion_unica,¿Qué es la tipicidad?,Derecho,La descripción legal de la conducta prohibida.,La sanción prevista para un delito.,La ausencia de adecuación de la conducta al tipo.,Cualidad que se atribuye a un comportamiento que se adecua al tipo penal.,,,3,Cualidad que se atribuye a un comportamiento que se adecua al tipo penal.,La tipicidad es la cualidad de un comportamiento de ajustarse a la descripción del tipo penal.,
opcion_unica,¿Qué se entiende por atipicidad?,Derecho,Ausencia de adecuación de la conducta al tipo.,La conducta se adecua al tipo penal.,La conducta es sancionada por analogía.,La conducta es justificada por una causa de exclusión.,,,0,Ausencia de adecuación de la conducta al tipo.,La atipicidad es la falta de correspondencia entre la conducta y el tipo penal.,
opcion_unica,¿Cuál es la diferencia entre tipicidad y tipo penal?,Derecho,La tipicidad es la cualidad de adecuación; el tipo es la descripción de la conducta prohibida.,Son sinónimos y se usan indistintamente.,La tipicidad es la descripción; el tipo es la adecuación.,El tipo es la consecuencia; la tipicidad es la causa.,,,0,La tipicidad es la cualidad de adecuación; el tipo es la descripción de la conducta prohibida.,"La tipicidad es la cualidad de la conducta de adecuarse al tipo, mientras que el tipo es la descripción legal.",
opcion_unica,¿Cuál es la función de la tipicidad y en qué precepto legal se encuentra?,Derecho,Función reparadora; se encuentra en el artículo 20 constitucional.,"Función delimitadora, motivadora y garantizadora; tutelada en el artículo 14 constitucional.",Función preventiva; se encuentra en el artículo 18 constitucional.,Función sancionadora; se encuentra en el artículo 22 constitucional.,,,1,"Función delimitadora, motivadora y garantizadora; tutelada en el artículo 14 constitucional.","La tipicidad tiene funciones delimitadora, motivadora y garantizadora, y se sustenta en el artículo 14 constitucional.",
opcion_unica,¿Cómo se clasifican los tipos penales según la conducta y en qué consisten?,Derecho,De resultado: exigen un resultado; de peligro: solo riesgo.,De lesión: dañan el bien; de peligro: lo ponen en riesgo.,Comisivos: por acción; omisivos: por omisión.,De acción: requieren movimiento corporal; de omisión: el agente no realiza la conducta ordenada.,,,3,De acción: requieren movimiento corporal; de omisión: el agente no realiza la conducta ordenada.,"Los tipos por acción exigen un movimiento corporal, mientras que los de omisión consisten en no realizar la conducta debida.",
opcion_unica,¿Cómo se clasifican los tipos penales según su ordenación metódica?,Derecho,"Delito de daño, delito de peligro y delito de lesión.","Delito de acción, delito de omisión y delito de comisión por omisión.","Delito doloso, delito culposo y delito preterintencional.","Delito especial privilegiado, delito especial cualificado e ilícito penal complementado.",,,3,"Delito especial privilegiado, delito especial cualificado e ilícito penal complementado.","Según su ordenación metódica, los tipos se clasifican en especial privilegiado, especial cualificado e ilícito penal complementado.",
opcion_unica,¿Cómo se dividen los delitos según el daño que causan?,Derecho,Dolosos y culposos.,Instantáneos y permanentes.,De acción y de omisión.,De daño o lesión: afectan el bien jurídico; de peligro: solo lo ponen en riesgo.,,,3,De daño o lesión: afectan el bien jurídico; de peligro: solo lo ponen en riesgo.,"Los delitos de daño afectan efectivamente el bien jurídico, mientras que los de peligro solo lo ponen en riesgo.",
opcion_unica,¿Qué se entiende por antijuricidad en el ámbito penal?,Derecho,"Conducta externa del individuo, objetiva, que viola el bien jurídico protegido por las normas penales (contraria a derecho).",Actitud interna del sujeto que revela su intención de delinquir.,"Cualquier conducta que cause daño, sin importar si está prohibida por la ley.",La culpabilidad del agente al momento de cometer el ilícito.,,,0,"Conducta externa del individuo, objetiva, que viola el bien jurídico protegido por las normas penales (contraria a derecho).",La antijuricidad es la contradicción objetiva de la conducta con el ordenamiento jurídico penal.,
opcion_unica,¿Cuál es la diferencia entre antijuricidad formal y material?,Derecho,"La formal es la violación de la ley; la material, además, lesiona o pone en peligro un bien jurídico protegido.",La formal se refiere a la conducta y la material al resultado dañoso.,La formal es la que comete un delito y la material la que no está tipificada.,La formal es la que se sanciona con pena y la material solo con reparación del daño.,,,0,"La formal es la violación de la ley; la material, además, lesiona o pone en peligro un bien jurídico protegido.","La antijuricidad formal es la transgresión de la norma, mientras que la material implica la lesión o puesta en peligro del bien jurídico tutelado.",
opcion_unica,¿En qué casos se presenta la ausencia de antijuricidad?,Derecho,Cuando el delito no se consuma.,Cuando el sujeto activo es menor de edad.,Cuando el agente actúa sin dolo o culpa.,Cuando existe una causa de justificación.,,,3,Cuando existe una causa de justificación.,La ausencia de antijuricidad se da cuando la conducta está amparada por una causa de justificación.,
opcion_unica,¿Cuáles son las causas de justificación de la antijuricidad?,Derecho,"Legítima defensa, estado de necesidad, cumplimiento de un deber, ejercicio de un derecho y consentimiento del titular.","Provocación, riña, duelo y venganza.","Minoría de edad, inimputabilidad, trastorno mental y sordomudez.","Error invencible, temor fundado, obediencia jerárquica y caso fortuito.",,,0,"Legítima defensa, estado de necesidad, cumplimiento de un deber, ejercicio de un derecho y consentimiento del titular.",Las causas de justificación excluyen la antijuricidad de la conducta típica.,
opcion_unica,¿Qué es la legítima defensa?,Derecho,Venganza contra una agresión pasada y consumada.,Ataque preventivo contra un posible agresor.,"Repulsa de una agresión antijurídica, actual o inminente, sin traspasar la necesidad racional de los medios empleados.",Defensa de bienes propios ante un peligro futuro y remoto.,,,2,"Repulsa de una agresión antijurídica, actual o inminente, sin traspasar la necesidad racional de los medios empleados.","La legítima defensa requiere una agresión real, actual o inminente, y el uso racional de los medios para repelerla.",
opcion_unica,¿Cuándo se actualiza la ausencia de antijuricidad por ejercicio de un derecho?,Derecho,"Cuando se obra legítimamente en ejercicio de un deber o derecho, sin abuso y en provecho propio, causando daño a otro bien tutelado.","Cuando se causa daño a otro por simple capricho, invocando un derecho inexistente.",Cuando se ejerce un derecho con la intención de perjudicar a alguien.,Cuando se cumple un deber jurídico pero con medios desproporcionados.,,,0,"Cuando se obra legítimamente en ejercicio de un deber o derecho, sin abuso y en provecho propio, causando daño a otro bien tutelado.",El ejercicio de un derecho excluye la antijuricidad si se actúa dentro de los límites legales y sin abuso.,
opcion_unica,¿Qué se entiende por estado de necesidad?,Derecho,"Peligro actual o inminente para bienes jurídicos que solo se evita lesionando otros bienes, siempre que el interés protegido sea preponderante.",Defensa de bienes propios ante una agresión ilegítima.,Situación de pobreza que obliga a delinquir para subsistir.,Cumplimiento de un deber que causa daño a un tercero.,,,0,"Peligro actual o inminente para bienes jurídicos que solo se evita lesionando otros bienes, siempre que el interés protegido sea preponderante.",El estado de necesidad justifica la lesión de un bien para salvar otro de mayor valor ante un peligro real.,
opcion_unica,¿En qué caso el robo está excluido de responsabilidad penal?,Derecho,En el robo por necesidad económica extrema.,En el robo con violencia.,En el robo de uso.,En el robo famélico.,,,3,En el robo famélico.,"El robo famélico, que consiste en sustraer lo indispensable para satisfacer necesidades básicas, puede estar excluido de responsabilidad.",
opcion_unica,"Según el Código Penal Federal, ¿cuándo se actualiza el ejercicio de un derecho como causa de justificación?",Derecho,"Cuando se actúa con la intención de causar un mal a otro, pero invocando un derecho.","Cuando se ejerce un derecho de forma absoluta, sin importar el daño causado.",Cuando se cumple un deber jurídico aunque existan medios alternativos menos lesivos.,"Cuando la acción u omisión se realiza en cumplimiento de un deber o ejercicio de un derecho, con necesidad racional del medio y sin propósito de perjudicar.",,,3,"Cuando la acción u omisión se realiza en cumplimiento de un deber o ejercicio de un derecho, con necesidad racional del medio y sin propósito de perjudicar.",El ejercicio de un derecho excluye la antijuricidad si se cumple con los requisitos de necesidad racional y ausencia de ánimo de perjudicar.,
opcion_unica,¿Qué es la retroactividad de la ley y cuándo se aplica?,Derecho,"Aplicar una norma a hechos pasados, sin importar si es favorable o desfavorable.","Aplicar una norma a hechos anteriores a su vigencia, solo si beneficia a la persona y nunca en su perjuicio.","Aplicar una norma a hechos presentes, aunque no esté vigente.","Aplicar una norma a hechos futuros, siempre que sea más severa.",,,1,"Aplicar una norma a hechos anteriores a su vigencia, solo si beneficia a la persona y nunca en su perjuicio.","La retroactividad de la ley penal solo procede en beneficio del reo, nunca en su perjuicio.",
opcion_unica,¿Cuáles son las ramas de la criminalística?,Derecho,Sólo dactiloscopía y balística,"Dactiloscopía, grafoscopía, retrato hablado, balística, etc.","Medicina legal, toxicología y psicología","Criminología, victimología y política criminal",,,1,"Dactiloscopía, grafoscopía, retrato hablado, balística, etc.","La criminalística se divide en disciplinas como dactiloscopía, grafoscopía, retrato hablado y balística, entre otras.",
opcion_unica,¿Cuál es la clasificación legal de los tipos penales y a qué atiende?,Derecho,"Atiende a la gravedad de la pena y se clasifica en delitos leves, graves y menos graves",Atiende al número de participantes y se clasifica en individuales y colectivos,"Atiende al bien jurídico tutelado y se clasifica en: elementos tipo (objetivos, subjetivos y normativos), culpabilidad (dolosos y culposos), materialización (permanentes, instantáneos y continuados), conducta (acción y…","Atiende al resultado y se clasifica en formales, materiales y de peligro",,,2,"Atiende al bien jurídico tutelado y se clasifica en: elementos tipo (objetivos, subjetivos y normativos), culpabilidad (dolosos y culposos), materialización (permanentes, instantáneos y continuados), conducta (acción y…","La clasificación legal de los tipos penales atiende al bien jurídico tutelado y comprende diversas categorías como elementos, culpabilidad, materialización, conducta y perseguibilidad.",
opcion_unica,"¿Cuáles son las principales diferencias entre la teoría causalista, finalista y sociologista respecto del delito?",Derecho,Causalista: atiende a la peligrosidad del sujeto; Finalista: atiende al resultado; Sociologista: atiende a la norma,Causalista: la acción es siempre final; Finalista: la acción es causal; Sociologista: la acción es instintiva,Causalista: se basa en la culpabilidad; Finalista: se basa en la antijuridicidad; Sociologista: se basa en la pena,Causalista: la acción es un comportamiento humano dependiente de la voluntad que produce una consecuencia en el mundo exterior; Finalista: la acción es ejercicio de actividad final; Sociologista: define el delito tomand…,,,3,Causalista: la acción es un comportamiento humano dependiente de la voluntad que produce una consecuencia en el mundo exterior; Finalista: la acción es ejercicio de actividad final; Sociologista: define el delito tomand…,La teoría causalista concibe la acción como un proceso causal voluntario; la finalista como actividad final; y la sociologista incorpora la influencia social en la definición del delito.,
opcion_unica,¿Quién es el sujeto activo y quién el sujeto pasivo de la conducta delictiva?,Derecho,Sujeto activo: el Estado que persigue el delito; Sujeto pasivo: el imputado,Sujeto activo: persona moral que comete el delito; Sujeto pasivo: persona física que lo sufre,"Sujeto activo: persona física que comete el delito (delincuente, agente, criminal); Sujeto pasivo: persona física o moral sobre quien recae el daño o peligro causado por la conducta del delincuente.",Sujeto activo: el juez que sanciona; Sujeto pasivo: la víctima,,,2,"Sujeto activo: persona física que comete el delito (delincuente, agente, criminal); Sujeto pasivo: persona física o moral sobre quien recae el daño o peligro causado por la conducta del delincuente.","El sujeto activo es quien realiza la conducta delictiva (persona física), y el sujeto pasivo es el titular del bien jurídico afectado (persona física o moral).",
opcion_unica,¿Cuáles son las fases de la evolución de la teoría del delito?,Derecho,"Teorías de la acción, de la omisión y de la comisión","Teorías clásica, neoclásica, finalista y lógico-matemática.","Teorías causalista, sociológica y funcionalista","Teorías del delito, de la pena y de la seguridad",,,1,"Teorías clásica, neoclásica, finalista y lógico-matemática.","La evolución de la teoría del delito comprende las etapas clásica, neoclásica, finalista y lógico-matemática.",
opcion_unica,"¿Cómo se denomina la causa de exclusión del delito que se configura cuando el sujeto activo obra por la necesidad de salvaguardar un bien jurídico propio o ajeno, ante un peligro real, actual o inminente, no ocasionado dolosamente, lesionando otro bien de igual valor, siempre que el peligro no sea evitable por otros medios y no tenga el deber jurídico de afrontarlo?",Derecho,Legítima defensa,Cumplimiento de un deber,Error de prohibición,Estado de necesidad exculpante.,,,3,Estado de necesidad exculpante.,"La descripción corresponde al estado de necesidad exculpante, que excluye la culpabilidad cuando se protege un bien jurídico ante un peligro real y no evitable.",
opcion_unica,¿Quién es el máximo exponente de la doctrina penal italiana y representante de la Escuela Clásica?,Derecho,Cesare Lombroso,Rafael Garófalo,Enrico Ferri,Francisco Carrara.,,,3,Francisco Carrara.,Francisco Carrara es considerado el máximo exponente de la Escuela Clásica del derecho penal italiano.,
opcion_unica,¿Cómo se denomina la figura jurídica que se presenta cuando un individuo se encuentra impedido de comprender el carácter ilícito del hecho que cometió?,Derecho,Error de tipo.,Error de prohibición,Causa de justificación,Inimputabilidad,,,0,Error de tipo.,"El error de tipo se refiere al desconocimiento de los elementos del tipo penal, lo que impide comprender el carácter ilícito del hecho.",
opcion_unica,¿Qué figura jurídica extingue la acción penal por el simple transcurso del tiempo señalado por el Código Penal?,Derecho,Amnistía,Perención,Prescripción.,Caducidad,,,2,Prescripción.,La prescripción extingue la acción penal por el transcurso del tiempo previsto en la ley.,
opcion_unica,"¿Cómo se denomina la conducta de quien produce un resultado típico que no previó, siendo previsible, o previó confiando en que no se produciría, por violación de un deber de cuidado objetivamente necesario?",Derecho,Acción culposa.,Acción preterintencional,Caso fortuito,Acción dolosa,,,0,Acción culposa.,"La acción culposa se caracteriza por la falta de cuidado que produce un resultado típico previsible, sin intención de causarlo.",
opcion_unica,¿Cuál es el elemento del delito que consiste en el encuadramiento de la conducta al tipo penal?,Derecho,Tipicidad,Culpabilidad,Antijuricidad,Punibilidad,,,0,Tipicidad,La tipicidad es el encuadramiento de la conducta al tipo penal.,
opcion_unica,¿Cómo se denomina la contradicción entre la conducta humana y la prohibición o mandato contenido en la ley penal?,Derecho,Culpabilidad,Punibilidad,Tipicidad,Antijuricidad,,,3,Antijuricidad,La antijuricidad es la contradicción entre la conducta y la norma penal.,
opcion_unica,La interpretación histórica de la ley penal se refiere a que debe entenderse con base en:,Derecho,La voluntad del legislador al momento de aplicarla,Los antecedentes parlamentarios y la exposición de motivos,El texto literal de la norma,"El momento en que se originó, el por qué y para qué se creó",,,3,"El momento en que se originó, el por qué y para qué se creó",La interpretación histórica atiende al contexto de creación de la norma.,
opcion_unica,La culpabilidad surge como un proceso o nexo psicológico que une al sujeto activo con el hecho y sus especies eran el dolo y la culpa. ¿En cuál teoría se establece esto?,Derecho,Teoría Neoclásica,Teoría Funcionalista,Teoría Clásica,Teoría Finalista,,,2,Teoría Clásica,La teoría clásica concibe la culpabilidad como un nexo psicológico entre el autor y el hecho.,
opcion_unica,"Situación de conflicto entre dos tipos penales que prevén el mismo supuesto de hecho, el juzgador estará en posibilidades de aplicar cualquiera de ellas, inclinándose por la de mayor entidad punitiva. ¿De qué principio se trata?",Derecho,Principio de consunción,Principio de subsidiariedad,Principio de especialidad,Principio de alternatividad,,,3,Principio de alternatividad,El principio de alternatividad permite elegir entre tipos aplicables el de mayor punibilidad.,
opcion_unica,"Son aquellas circunstancias materiales, humanas o anímicas, que son necesarias para que el hecho delictivo sea punible, y que pueden traer o no como consecuencia directa un perjuicio o daño. ¿A qué se refieren?",Derecho,Causas de justificación,Condiciones objetivas para la existencia de la punibilidad,Causas de inimputabilidad,Elementos del tipo penal,,,1,Condiciones objetivas para la existencia de la punibilidad,Las condiciones objetivas de punibilidad son requisitos externos para que el delito sea sancionable.,
opcion_unica,"En los delitos en general, ¿cuál es el aspecto que diferencia a los de acción y a los de omisión?",Derecho,La infracción del deber,La voluntad activa,La forma de la conducta,El resultado material,,,1,La voluntad activa,"La acción implica una conducta activa voluntaria, mientras que la omisión es una abstención.",
opcion_unica,"El agente realiza una conducta diversa a la jurídicamente ordenada por la norma, con independencia del resultado material que se produzca. ¿Qué delito es?",Derecho,Comisión por omisión,Omisión de socorro,Omisión culposa,Omisión simple,,,3,Omisión simple,"La omisión simple consiste en no realizar la conducta ordenada, sin importar el resultado.",
